transaction_id,date,day_of_week,hour,product,category,quantity,unit_price,total,payment_method
TX04075,2024-02-20,Tuesday,8,Cappuccino,Coffee,1,90,90,Card
TX04076,2024-02-20,Tuesday,13,Espresso,Coffee,1,65,65,Cash
TX04077,2024-02-20,Tuesday,13,Black Tea,Tea,1,35,35,Card
TX04078,2024-02-20,Tuesday,9,Filter Coffee,Coffee,1,70,70,Mobile
TX04079,2024-02-20,Tuesday,8,Black Tea,Tea,1,35,35,Card
TX04080,2024-02-20,Tuesday,20,Cappuccino,Coffee,1,90,90,Cash
TX04081,2024-02-20,Tuesday,12,Espresso,Coffee,1,65,65,Card
TX04082,2024-02-20,Tuesday,17,Cappuccino,Coffee,1,90,90,Card
TX04083,2024-02-20,Tuesday,13,Sandwich,Food,1,130,130,Mobile
TX04084,2024-02-20,Tuesday,16,Brownie,Dessert,1,110,110,Card
TX04085,2024-02-20,Tuesday,20,Sandwich,Food,1,130,130,Card
TX04086,2024-02-20,Tuesday,14,Sandwich,Food,1,130,130,Cash
TX04087,2024-02-20,Tuesday,18,Brownie,Dessert,1,110,110,Card
TX04088,2024-02-20,Tuesday,21,Cheesecake,Dessert,1,140,140,Card
TX04089,2024-02-20,Tuesday,18,Filter Coffee,Coffee,1,70,70,Cash
TX04090,2024-02-20,Tuesday,14,Cheesecake,Dessert,1,140,140,Card
TX04091,2024-02-20,Tuesday,13,Green Tea,Tea,1,45,45,Cash
TX04092,2024-02-20,Tuesday,19,Filter Coffee,Coffee,1,70,70,Cash
TX04093,2024-02-20,Tuesday,18,Brownie,Dessert,1,110,110,Card
TX04094,2024-02-20,Tuesday,13,Cappuccino,Coffee,1,90,90,Cash
TX04095,2024-02-20,Tuesday,9,Croissant,Pastry,2,75,150,Cash
TX04096,2024-02-20,Tuesday,20,Black Tea,Tea,2,35,70,Card
TX04097,2024-02-20,Tuesday,8,Brownie,Dessert,1,110,110,Mobile
TX04098,2024-02-20,Tuesday,18,Brownie,Dessert,1,110,110,Cash
TX04099,2024-02-20,Tuesday,8,Croissant,Pastry,1,75,75,Cash
TX04100,2024-02-20,Tuesday,10,Espresso,Coffee,1,65,65,Card
TX04101,2024-02-20,Tuesday,19,Cappuccino,Coffee,1,90,90,Card
TX04102,2024-02-20,Tuesday,11,Cappuccino,Coffee,2,90,180,Card
TX04103,2024-02-20,Tuesday,9,Cappuccino,Coffee,1,90,90,Card
TX04104,2024-02-21,Wednesday,12,Brownie,Dessert,1,110,110,Card
TX04105,2024-02-21,Wednesday,12,Cheesecake,Dessert,2,140,280,Card
TX04106,2024-02-21,Wednesday,22,Filter Coffee,Coffee,1,70,70,Card
TX04107,2024-02-21,Wednesday,13,Filter Coffee,Coffee,1,70,70,Card
TX04108,2024-02-21,Wednesday,12,Latte,Coffee,1,95,95,Mobile
TX04109,2024-02-21,Wednesday,11,Green Tea,Tea,1,45,45,Card
TX04110,2024-02-21,Wednesday,10,Cappuccino,Coffee,1,90,90,Card
TX04111,2024-02-21,Wednesday,10,Espresso,Coffee,2,65,130,Card
TX04112,2024-02-21,Wednesday,17,Green Tea,Tea,2,45,90,Card
TX04113,2024-02-21,Wednesday,14,Sandwich,Food,1,130,130,Card
TX04114,2024-02-21,Wednesday,9,Brownie,Dessert,2,110,220,Card
TX04115,2024-02-21,Wednesday,15,Cheesecake,Dessert,1,140,140,Cash
TX04116,2024-02-21,Wednesday,9,Sandwich,Food,2,130,260,Cash
TX04117,2024-02-21,Wednesday,11,Latte,Coffee,1,95,95,Cash
TX04118,2024-02-21,Wednesday,17,Black Tea,Tea,1,35,35,Cash
TX04119,2024-02-21,Wednesday,8,Filter Coffee,Coffee,2,70,140,Card
TX04120,2024-02-21,Wednesday,18,Green Tea,Tea,3,45,135,Card
TX04121,2024-02-21,Wednesday,14,Espresso,Coffee,1,65,65,Card
TX04122,2024-02-21,Wednesday,9,Sandwich,Food,2,130,260,Card
TX04123,2024-02-21,Wednesday,18,Green Tea,Tea,2,45,90,Cash
TX04124,2024-02-21,Wednesday,8,Brownie,Dessert,1,110,110,Card
TX04125,2024-02-21,Wednesday,20,Sandwich,Food,1,130,130,Card
TX04126,2024-02-21,Wednesday,22,Filter Coffee,Coffee,1,70,70,Card
TX04127,2024-02-21,Wednesday,20,Brownie,Dessert,1,110,110,Mobile
TX04128,2024-02-21,Wednesday,19,Croissant,Pastry,1,75,75,Card
TX04129,2024-02-21,Wednesday,18,Cheesecake,Dessert,1,140,140,Cash
TX04130,2024-02-21,Wednesday,12,Croissant,Pastry,1,75,75,Card
TX04131,2024-02-21,Wednesday,8,Cappuccino,Coffee,1,90,90,Cash
TX04132,2024-02-21,Wednesday,18,Green Tea,Tea,1,45,45,Card
TX04133,2024-02-21,Wednesday,9,Black Tea,Tea,1,35,35,Cash
TX04134,2024-02-21,Wednesday,13,Brownie,Dessert,1,110,110,Mobile
TX04135,2024-02-21,Wednesday,10,Filter Coffee,Coffee,1,70,70,Mobile
TX04136,2024-02-21,Wednesday,10,Filter Coffee,Coffee,1,70,70,Card
TX04137,2024-02-21,Wednesday,10,Espresso,Coffee,1,65,65,Card
TX04138,2024-02-21,Wednesday,10,Cappuccino,Coffee,1,90,90,Mobile
TX04139,2024-02-21,Wednesday,16,Croissant,Pastry,1,75,75,Mobile
TX04140,2024-02-21,Wednesday,14,Green Tea,Tea,1,45,45,Cash
TX04141,2024-02-21,Wednesday,16,Cappuccino,Coffee,1,90,90,Card
TX04142,2024-02-21,Wednesday,14,Espresso,Coffee,1,65,65,Card
TX04143,2024-02-21,Wednesday,19,Latte,Coffee,1,95,95,Cash
TX04144,2024-02-21,Wednesday,18,Filter Coffee,Coffee,2,70,140,Card
TX04145,2024-02-21,Wednesday,14,Sandwich,Food,2,130,260,Card
TX04146,2024-02-21,Wednesday,9,Cappuccino,Coffee,1,90,90,Card
TX04147,2024-02-21,Wednesday,13,Sandwich,Food,2,130,260,Card
TX04148,2024-02-21,Wednesday,16,Espresso,Coffee,1,65,65,Card
TX04149,2024-02-21,Wednesday,19,Latte,Coffee,2,95,190,Cash
TX04150,2024-02-21,Wednesday,10,Latte,Coffee,1,95,95,Mobile
TX04151,2024-02-21,Wednesday,18,Black Tea,Tea,1,35,35,Card
TX04152,2024-02-21,Wednesday,22,Brownie,Dessert,1,110,110,Card
TX04153,2024-02-21,Wednesday,17,Black Tea,Tea,1,35,35,Card
TX04154,2024-02-21,Wednesday,20,Cheesecake,Dessert,1,140,140,Mobile
TX04155,2024-02-21,Wednesday,11,Latte,Coffee,1,95,95,Card
TX04156,2024-02-21,Wednesday,15,Black Tea,Tea,1,35,35,Card
TX04157,2024-02-21,Wednesday,19,Cappuccino,Coffee,2,90,180,Cash
TX04158,2024-02-21,Wednesday,18,Green Tea,Tea,1,45,45,Card
TX04159,2024-02-21,Wednesday,20,Espresso,Coffee,1,65,65,Card
TX04160,2024-02-21,Wednesday,19,Latte,Coffee,2,95,190,Mobile
TX04161,2024-02-21,Wednesday,17,Green Tea,Tea,1,45,45,Card
TX04162,2024-02-21,Wednesday,14,Sandwich,Food,2,130,260,Mobile
TX04163,2024-02-21,Wednesday,10,Latte,Coffee,1,95,95,Card
TX04164,2024-02-21,Wednesday,11,Cappuccino,Coffee,1,90,90,Cash
TX04165,2024-02-21,Wednesday,19,Croissant,Pastry,1,75,75,Card
TX04166,2024-02-21,Wednesday,19,Green Tea,Tea,1,45,45,Card
TX04167,2024-02-21,Wednesday,10,Black Tea,Tea,2,35,70,Mobile
TX04168,2024-02-21,Wednesday,14,Green Tea,Tea,2,45,90,Card
TX04169,2024-02-21,Wednesday,14,Sandwich,Food,2,130,260,Mobile
TX04170,2024-02-21,Wednesday,10,Filter Coffee,Coffee,2,70,140,Card
TX04171,2024-02-21,Wednesday,19,Cappuccino,Coffee,2,90,180,Card
TX04172,2024-02-21,Wednesday,10,Filter Coffee,Coffee,1,70,70,Cash
TX04173,2024-02-21,Wednesday,13,Croissant,Pastry,1,75,75,Card
TX04174,2024-02-21,Wednesday,8,Croissant,Pastry,1,75,75,Card
TX04175,2024-02-21,Wednesday,19,Cappuccino,Coffee,1,90,90,Card
TX04176,2024-02-21,Wednesday,19,Cheesecake,Dessert,2,140,280,Mobile
TX04177,2024-02-21,Wednesday,18,Brownie,Dessert,1,110,110,Card
TX04178,2024-02-22,Thursday,13,Filter Coffee,Coffee,1,70,70,Card
TX04179,2024-02-22,Thursday,8,Filter Coffee,Coffee,1,70,70,Card
TX04180,2024-02-22,Thursday,12,Cheesecake,Dessert,2,140,280,Mobile
TX04181,2024-02-22,Thursday,16,Espresso,Coffee,2,65,130,Cash
TX04182,2024-02-22,Thursday,12,Latte,Coffee,1,95,95,Card
TX04183,2024-02-22,Thursday,8,Croissant,Pastry,1,75,75,Cash
TX04184,2024-02-22,Thursday,19,Brownie,Dessert,2,110,220,Mobile
TX04185,2024-02-22,Thursday,13,Sandwich,Food,1,130,130,Card
TX04186,2024-02-22,Thursday,18,Brownie,Dessert,2,110,220,Card
TX04187,2024-02-22,Thursday,17,Espresso,Coffee,1,65,65,Card
TX04188,2024-02-22,Thursday,14,Croissant,Pastry,1,75,75,Card
TX04189,2024-02-22,Thursday,10,Espresso,Coffee,1,65,65,Card
TX04190,2024-02-22,Thursday,17,Espresso,Coffee,1,65,65,Card
TX04191,2024-02-22,Thursday,17,Espresso,Coffee,1,65,65,Cash
TX04192,2024-02-22,Thursday,18,Latte,Coffee,1,95,95,Cash
TX04193,2024-02-22,Thursday,8,Croissant,Pastry,2,75,150,Cash
TX04194,2024-02-22,Thursday,19,Brownie,Dessert,1,110,110,Cash
TX04195,2024-02-22,Thursday,19,Cheesecake,Dessert,1,140,140,Card
TX04196,2024-02-22,Thursday,20,Espresso,Coffee,1,65,65,Mobile
TX04197,2024-02-22,Thursday,18,Sandwich,Food,1,130,130,Card
TX04198,2024-02-22,Thursday,19,Filter Coffee,Coffee,1,70,70,Card
TX04199,2024-02-22,Thursday,11,Filter Coffee,Coffee,1,70,70,Cash
TX04200,2024-02-22,Thursday,19,Filter Coffee,Coffee,1,70,70,Cash
TX04201,2024-02-22,Thursday,18,Sandwich,Food,1,130,130,Cash
TX04202,2024-02-22,Thursday,14,Cheesecake,Dessert,1,140,140,Card
TX04203,2024-02-22,Thursday,10,Latte,Coffee,1,95,95,Cash
TX04204,2024-02-22,Thursday,19,Cheesecake,Dessert,1,140,140,Card
TX04205,2024-02-22,Thursday,21,Cheesecake,Dessert,1,140,140,Card
TX04206,2024-02-22,Thursday,17,Green Tea,Tea,1,45,45,Cash
TX04207,2024-02-22,Thursday,18,Cheesecake,Dessert,1,140,140,Card
TX04208,2024-02-22,Thursday,21,Croissant,Pastry,1,75,75,Card
TX04209,2024-02-22,Thursday,13,Filter Coffee,Coffee,1,70,70,Mobile
TX04210,2024-02-22,Thursday,12,Espresso,Coffee,2,65,130,Card
TX04211,2024-02-22,Thursday,21,Cheesecake,Dessert,2,140,280,Card
TX04212,2024-02-22,Thursday,8,Filter Coffee,Coffee,1,70,70,Card
TX04213,2024-02-22,Thursday,21,Croissant,Pastry,1,75,75,Card
TX04214,2024-02-22,Thursday,19,Brownie,Dessert,1,110,110,Mobile
TX04215,2024-02-22,Thursday,9,Latte,Coffee,1,95,95,Cash
TX04216,2024-02-22,Thursday,17,Black Tea,Tea,1,35,35,Card
TX04217,2024-02-22,Thursday,9,Filter Coffee,Coffee,1,70,70,Card
TX04218,2024-02-22,Thursday,20,Green Tea,Tea,1,45,45,Card
TX04219,2024-02-22,Thursday,12,Black Tea,Tea,1,35,35,Card
TX04220,2024-02-22,Thursday,20,Sandwich,Food,1,130,130,Card
TX04221,2024-02-22,Thursday,21,Latte,Coffee,1,95,95,Mobile
TX04222,2024-02-22,Thursday,21,Green Tea,Tea,1,45,45,Card
TX04223,2024-02-22,Thursday,20,Sandwich,Food,1,130,130,Cash
TX04224,2024-02-22,Thursday,19,Cheesecake,Dessert,2,140,280,Cash
TX04225,2024-02-22,Thursday,14,Cappuccino,Coffee,1,90,90,Card
TX04226,2024-02-22,Thursday,11,Croissant,Pastry,1,75,75,Mobile
TX04227,2024-02-22,Thursday,9,Black Tea,Tea,1,35,35,Mobile
TX04228,2024-02-22,Thursday,9,Black Tea,Tea,2,35,70,Card
TX04229,2024-02-22,Thursday,21,Croissant,Pastry,1,75,75,Card
TX04230,2024-02-22,Thursday,11,Cappuccino,Coffee,2,90,180,Mobile
TX04231,2024-02-22,Thursday,8,Filter Coffee,Coffee,1,70,70,Card
TX04232,2024-02-22,Thursday,12,Filter Coffee,Coffee,1,70,70,Cash
TX04233,2024-02-22,Thursday,18,Latte,Coffee,2,95,190,Cash
TX04234,2024-02-22,Thursday,20,Green Tea,Tea,2,45,90,Cash
TX04235,2024-02-22,Thursday,13,Filter Coffee,Coffee,2,70,140,Cash
TX04236,2024-02-22,Thursday,20,Brownie,Dessert,1,110,110,Card
TX04237,2024-02-22,Thursday,11,Sandwich,Food,1,130,130,Card
TX04238,2024-02-22,Thursday,18,Brownie,Dessert,1,110,110,Card
TX04239,2024-02-22,Thursday,13,Espresso,Coffee,2,65,130,Card
TX04240,2024-02-22,Thursday,20,Brownie,Dessert,1,110,110,Card
TX04241,2024-02-22,Thursday,14,Black Tea,Tea,1,35,35,Cash
TX04242,2024-02-22,Thursday,14,Croissant,Pastry,1,75,75,Card
TX04243,2024-02-22,Thursday,21,Cheesecake,Dessert,1,140,140,Card
TX04244,2024-02-22,Thursday,10,Green Tea,Tea,1,45,45,Card
TX04245,2024-02-22,Thursday,16,Sandwich,Food,1,130,130,Card
TX04246,2024-02-22,Thursday,16,Espresso,Coffee,1,65,65,Card
TX04247,2024-02-22,Thursday,14,Espresso,Coffee,1,65,65,Mobile
TX04248,2024-02-22,Thursday,18,Latte,Coffee,1,95,95,Cash
TX04249,2024-02-22,Thursday,20,Espresso,Coffee,2,65,130,Card
TX04250,2024-02-22,Thursday,15,Sandwich,Food,1,130,130,Cash
TX04251,2024-02-22,Thursday,12,Green Tea,Tea,1,45,45,Card
TX04252,2024-02-22,Thursday,16,Cappuccino,Coffee,1,90,90,Card
TX04253,2024-02-22,Thursday,19,Sandwich,Food,1,130,130,Cash
TX04254,2024-02-22,Thursday,9,Croissant,Pastry,1,75,75,Cash
TX04255,2024-02-22,Thursday,19,Filter Coffee,Coffee,1,70,70,Mobile
TX04256,2024-02-22,Thursday,9,Green Tea,Tea,2,45,90,Card
TX04257,2024-02-22,Thursday,20,Sandwich,Food,1,130,130,Card
TX04258,2024-02-22,Thursday,12,Espresso,Coffee,2,65,130,Cash
TX04259,2024-02-22,Thursday,17,Black Tea,Tea,1,35,35,Cash
TX04260,2024-02-22,Thursday,18,Sandwich,Food,1,130,130,Cash
TX04261,2024-02-23,Friday,19,Cheesecake,Dessert,1,140,140,Mobile
TX04262,2024-02-23,Friday,18,Black Tea,Tea,1,35,35,Card
TX04263,2024-02-23,Friday,15,Cappuccino,Coffee,1,90,90,Card
TX04264,2024-02-23,Friday,9,Croissant,Pastry,1,75,75,Card
TX04265,2024-02-23,Friday,9,Cappuccino,Coffee,1,90,90,Cash
TX04266,2024-02-23,Friday,19,Cappuccino,Coffee,1,90,90,Card
TX04267,2024-02-23,Friday,22,Sandwich,Food,1,130,130,Cash
TX04268,2024-02-23,Friday,19,Brownie,Dessert,1,110,110,Mobile
TX04269,2024-02-23,Friday,17,Cheesecake,Dessert,2,140,280,Cash
TX04270,2024-02-23,Friday,19,Cappuccino,Coffee,1,90,90,Card
TX04271,2024-02-23,Friday,14,Black Tea,Tea,3,35,105,Card
TX04272,2024-02-23,Friday,19,Black Tea,Tea,2,35,70,Card
TX04273,2024-02-23,Friday,18,Filter Coffee,Coffee,1,70,70,Cash
TX04274,2024-02-23,Friday,17,Sandwich,Food,2,130,260,Mobile
TX04275,2024-02-23,Friday,18,Sandwich,Food,2,130,260,Card
TX04276,2024-02-23,Friday,13,Cappuccino,Coffee,1,90,90,Card
TX04277,2024-02-23,Friday,8,Green Tea,Tea,1,45,45,Card
TX04278,2024-02-23,Friday,19,Croissant,Pastry,3,75,225,Cash
TX04279,2024-02-23,Friday,13,Filter Coffee,Coffee,1,70,70,Card
TX04280,2024-02-23,Friday,13,Sandwich,Food,1,130,130,Card
TX04281,2024-02-23,Friday,10,Green Tea,Tea,1,45,45,Card
TX04282,2024-02-23,Friday,9,Cappuccino,Coffee,1,90,90,Card
TX04283,2024-02-23,Friday,9,Brownie,Dessert,1,110,110,Cash
TX04284,2024-02-23,Friday,13,Filter Coffee,Coffee,1,70,70,Card
TX04285,2024-02-23,Friday,14,Black Tea,Tea,1,35,35,Cash
TX04286,2024-02-23,Friday,19,Latte,Coffee,1,95,95,Card
TX04287,2024-02-23,Friday,18,Black Tea,Tea,1,35,35,Cash
TX04288,2024-02-23,Friday,17,Black Tea,Tea,1,35,35,Card
TX04289,2024-02-23,Friday,20,Cheesecake,Dessert,3,140,420,Card
TX04290,2024-02-23,Friday,16,Brownie,Dessert,1,110,110,Card
TX04291,2024-02-23,Friday,16,Cheesecake,Dessert,1,140,140,Cash
TX04292,2024-02-23,Friday,19,Cheesecake,Dessert,1,140,140,Card
TX04293,2024-02-23,Friday,19,Sandwich,Food,1,130,130,Card
TX04294,2024-02-23,Friday,11,Latte,Coffee,1,95,95,Card
TX04295,2024-02-23,Friday,8,Brownie,Dessert,2,110,220,Mobile
TX04296,2024-02-23,Friday,9,Black Tea,Tea,1,35,35,Card
TX04297,2024-02-23,Friday,16,Brownie,Dessert,1,110,110,Mobile
TX04298,2024-02-23,Friday,19,Brownie,Dessert,2,110,220,Card
TX04299,2024-02-23,Friday,19,Black Tea,Tea,2,35,70,Card
TX04300,2024-02-23,Friday,11,Filter Coffee,Coffee,1,70,70,Card
TX04301,2024-02-23,Friday,14,Croissant,Pastry,1,75,75,Card
TX04302,2024-02-23,Friday,10,Cappuccino,Coffee,1,90,90,Cash
TX04303,2024-02-23,Friday,9,Latte,Coffee,1,95,95,Card
TX04304,2024-02-23,Friday,12,Brownie,Dessert,1,110,110,Card
TX04305,2024-02-23,Friday,17,Cappuccino,Coffee,1,90,90,Card
TX04306,2024-02-23,Friday,13,Croissant,Pastry,1,75,75,Mobile
TX04307,2024-02-23,Friday,15,Cheesecake,Dessert,2,140,280,Cash
TX04308,2024-02-23,Friday,17,Brownie,Dessert,1,110,110,Card
TX04309,2024-02-23,Friday,8,Espresso,Coffee,2,65,130,Card
TX04310,2024-02-23,Friday,9,Croissant,Pastry,1,75,75,Card
TX04311,2024-02-23,Friday,16,Green Tea,Tea,2,45,90,Card
TX04312,2024-02-23,Friday,14,Brownie,Dessert,1,110,110,Card
TX04313,2024-02-23,Friday,20,Black Tea,Tea,1,35,35,Card
TX04314,2024-02-23,Friday,17,Espresso,Coffee,1,65,65,Cash
TX04315,2024-02-23,Friday,15,Cappuccino,Coffee,2,90,180,Card
TX04316,2024-02-23,Friday,19,Cheesecake,Dessert,1,140,140,Mobile
TX04317,2024-02-23,Friday,10,Sandwich,Food,1,130,130,Card
TX04318,2024-02-23,Friday,10,Espresso,Coffee,1,65,65,Cash
TX04319,2024-02-23,Friday,19,Filter Coffee,Coffee,1,70,70,Cash
TX04320,2024-02-23,Friday,13,Cheesecake,Dessert,1,140,140,Card
TX04321,2024-02-23,Friday,19,Brownie,Dessert,1,110,110,Card
TX04322,2024-02-23,Friday,11,Cappuccino,Coffee,1,90,90,Card
TX04323,2024-02-23,Friday,19,Cheesecake,Dessert,1,140,140,Card
TX04324,2024-02-23,Friday,20,Cappuccino,Coffee,2,90,180,Mobile
TX04325,2024-02-23,Friday,18,Sandwich,Food,1,130,130,Card
TX04326,2024-02-23,Friday,10,Cappuccino,Coffee,1,90,90,Cash
TX04327,2024-02-23,Friday,11,Croissant,Pastry,1,75,75,Card
TX04328,2024-02-23,Friday,21,Cappuccino,Coffee,1,90,90,Cash
TX04329,2024-02-23,Friday,10,Filter Coffee,Coffee,1,70,70,Cash
TX04330,2024-02-23,Friday,17,Green Tea,Tea,2,45,90,Card
TX04331,2024-02-23,Friday,19,Croissant,Pastry,2,75,150,Cash
TX04332,2024-02-23,Friday,13,Sandwich,Food,1,130,130,Cash
TX04333,2024-02-23,Friday,9,Sandwich,Food,1,130,130,Cash
TX04334,2024-02-23,Friday,8,Brownie,Dessert,2,110,220,Cash
TX04335,2024-02-23,Friday,11,Filter Coffee,Coffee,1,70,70,Card
TX04336,2024-02-23,Friday,10,Cappuccino,Coffee,1,90,90,Card
TX04337,2024-02-23,Friday,8,Croissant,Pastry,1,75,75,Card
TX04338,2024-02-23,Friday,14,Cheesecake,Dessert,2,140,280,Card
TX04339,2024-02-24,Saturday,9,Espresso,Coffee,3,65,195,Card
TX04340,2024-02-24,Saturday,20,Sandwich,Food,1,130,130,Card
TX04341,2024-02-24,Saturday,9,Filter Coffee,Coffee,1,70,70,Card
TX04342,2024-02-24,Saturday,13,Sandwich,Food,1,130,130,Cash
TX04343,2024-02-24,Saturday,20,Latte,Coffee,1,95,95,Card
TX04344,2024-02-24,Saturday,9,Filter Coffee,Coffee,1,70,70,Card
TX04345,2024-02-24,Saturday,22,Latte,Coffee,1,95,95,Card
TX04346,2024-02-24,Saturday,11,Filter Coffee,Coffee,2,70,140,Card
TX04347,2024-02-24,Saturday,8,Cappuccino,Coffee,1,90,90,Card
TX04348,2024-02-24,Saturday,17,Espresso,Coffee,1,65,65,Card
TX04349,2024-02-24,Saturday,13,Espresso,Coffee,3,65,195,Card
TX04350,2024-02-24,Saturday,19,Black Tea,Tea,1,35,35,Card
TX04351,2024-02-24,Saturday,12,Espresso,Coffee,1,65,65,Mobile
TX04352,2024-02-24,Saturday,18,Latte,Coffee,1,95,95,Mobile
TX04353,2024-02-24,Saturday,18,Latte,Coffee,2,95,190,Card
TX04354,2024-02-24,Saturday,13,Green Tea,Tea,2,45,90,Mobile
TX04355,2024-02-24,Saturday,20,Espresso,Coffee,2,65,130,Card
TX04356,2024-02-24,Saturday,11,Filter Coffee,Coffee,1,70,70,Card
TX04357,2024-02-24,Saturday,14,Sandwich,Food,1,130,130,Card
TX04358,2024-02-24,Saturday,20,Latte,Coffee,1,95,95,Cash
TX04359,2024-02-24,Saturday,14,Cheesecake,Dessert,1,140,140,Cash
TX04360,2024-02-24,Saturday,9,Cappuccino,Coffee,1,90,90,Card
TX04361,2024-02-24,Saturday,18,Sandwich,Food,1,130,130,Card
TX04362,2024-02-24,Saturday,21,Green Tea,Tea,1,45,45,Card
TX04363,2024-02-24,Saturday,13,Croissant,Pastry,1,75,75,Card
TX04364,2024-02-24,Saturday,18,Sandwich,Food,2,130,260,Card
TX04365,2024-02-24,Saturday,18,Black Tea,Tea,1,35,35,Mobile
TX04366,2024-02-24,Saturday,20,Sandwich,Food,1,130,130,Cash
TX04367,2024-02-24,Saturday,21,Black Tea,Tea,1,35,35,Cash
TX04368,2024-02-24,Saturday,15,Sandwich,Food,1,130,130,Cash
TX04369,2024-02-24,Saturday,19,Green Tea,Tea,2,45,90,Card
TX04370,2024-02-24,Saturday,13,Latte,Coffee,1,95,95,Cash
TX04371,2024-02-24,Saturday,20,Filter Coffee,Coffee,1,70,70,Card
TX04372,2024-02-24,Saturday,18,Sandwich,Food,1,130,130,Card
TX04373,2024-02-24,Saturday,15,Espresso,Coffee,1,65,65,Card
TX04374,2024-02-24,Saturday,18,Sandwich,Food,2,130,260,Cash
TX04375,2024-02-24,Saturday,20,Sandwich,Food,1,130,130,Card
TX04376,2024-02-24,Saturday,13,Brownie,Dessert,1,110,110,Card
TX04377,2024-02-24,Saturday,8,Green Tea,Tea,1,45,45,Card
TX04378,2024-02-24,Saturday,9,Green Tea,Tea,1,45,45,Card
TX04379,2024-02-24,Saturday,18,Cheesecake,Dessert,1,140,140,Cash
TX04380,2024-02-24,Saturday,11,Croissant,Pastry,1,75,75,Card
TX04381,2024-02-24,Saturday,19,Brownie,Dessert,1,110,110,Card
TX04382,2024-02-24,Saturday,19,Brownie,Dessert,1,110,110,Cash
TX04383,2024-02-24,Saturday,9,Filter Coffee,Coffee,1,70,70,Card
TX04384,2024-02-24,Saturday,8,Filter Coffee,Coffee,1,70,70,Card
TX04385,2024-02-24,Saturday,8,Cappuccino,Coffee,2,90,180,Card
TX04386,2024-02-24,Saturday,18,Black Tea,Tea,1,35,35,Card
TX04387,2024-02-24,Saturday,21,Latte,Coffee,1,95,95,Card
TX04388,2024-02-24,Saturday,21,Sandwich,Food,1,130,130,Card
TX04389,2024-02-24,Saturday,18,Cheesecake,Dessert,1,140,140,Mobile
TX04390,2024-02-24,Saturday,19,Green Tea,Tea,1,45,45,Cash
TX04391,2024-02-24,Saturday,13,Black Tea,Tea,1,35,35,Card
TX04392,2024-02-24,Saturday,14,Croissant,Pastry,1,75,75,Card
TX04393,2024-02-24,Saturday,12,Latte,Coffee,2,95,190,Cash
TX04394,2024-02-24,Saturday,8,Green Tea,Tea,1,45,45,Mobile
TX04395,2024-02-24,Saturday,11,Latte,Coffee,1,95,95,Cash
TX04396,2024-02-24,Saturday,10,Green Tea,Tea,1,45,45,Mobile
TX04397,2024-02-24,Saturday,9,Croissant,Pastry,1,75,75,Card
TX04398,2024-02-24,Saturday,21,Sandwich,Food,1,130,130,Card
TX04399,2024-02-24,Saturday,14,Green Tea,Tea,1,45,45,Card
TX04400,2024-02-24,Saturday,8,Green Tea,Tea,1,45,45,Card
TX04401,2024-02-24,Saturday,16,Green Tea,Tea,1,45,45,Card
TX04402,2024-02-24,Saturday,17,Filter Coffee,Coffee,1,70,70,Cash
TX04403,2024-02-24,Saturday,18,Latte,Coffee,1,95,95,Mobile
TX04404,2024-02-24,Saturday,9,Croissant,Pastry,1,75,75,Cash
TX04405,2024-02-24,Saturday,11,Cappuccino,Coffee,2,90,180,Card
TX04406,2024-02-24,Saturday,8,Black Tea,Tea,1,35,35,Cash
TX04407,2024-02-24,Saturday,18,Croissant,Pastry,2,75,150,Card
TX04408,2024-02-24,Saturday,12,Brownie,Dessert,1,110,110,Mobile
TX04409,2024-02-24,Saturday,19,Espresso,Coffee,2,65,130,Card
TX04410,2024-02-24,Saturday,9,Green Tea,Tea,2,45,90,Card
TX04411,2024-02-24,Saturday,11,Cappuccino,Coffee,1,90,90,Card
TX04412,2024-02-24,Saturday,10,Black Tea,Tea,2,35,70,Card
TX04413,2024-02-24,Saturday,10,Croissant,Pastry,1,75,75,Mobile
TX04414,2024-02-24,Saturday,9,Espresso,Coffee,1,65,65,Card
TX04415,2024-02-24,Saturday,14,Green Tea,Tea,1,45,45,Card
TX04416,2024-02-24,Saturday,18,Green Tea,Tea,1,45,45,Card
TX04417,2024-02-24,Saturday,12,Filter Coffee,Coffee,1,70,70,Card
TX04418,2024-02-24,Saturday,18,Croissant,Pastry,1,75,75,Card
TX04419,2024-02-24,Saturday,22,Filter Coffee,Coffee,1,70,70,Card
TX04420,2024-02-24,Saturday,19,Filter Coffee,Coffee,1,70,70,Card
TX04421,2024-02-24,Saturday,9,Cappuccino,Coffee,1,90,90,Card
TX04422,2024-02-24,Saturday,9,Latte,Coffee,1,95,95,Cash
TX04423,2024-02-24,Saturday,12,Green Tea,Tea,1,45,45,Card
TX04424,2024-02-24,Saturday,8,Brownie,Dessert,1,110,110,Cash
TX04425,2024-02-24,Saturday,18,Croissant,Pastry,1,75,75,Card
TX04426,2024-02-24,Saturday,21,Brownie,Dessert,2,110,220,Card
TX04427,2024-02-24,Saturday,12,Brownie,Dessert,1,110,110,Card
TX04428,2024-02-24,Saturday,13,Espresso,Coffee,1,65,65,Card
TX04429,2024-02-24,Saturday,9,Black Tea,Tea,1,35,35,Card
TX04430,2024-02-24,Saturday,20,Green Tea,Tea,1,45,45,Cash
TX04431,2024-02-24,Saturday,20,Espresso,Coffee,1,65,65,Card
